I0,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10
23499.000000,128.250565,126.750565,0.000000,0.013619,-10.214592,-0.043582,0.000000,-10.258174,4000.000000,1.000000
23509.000000,129.750565,126.780724,0.000000,0.016857,-12.642890,-0.097525,0.000000,-12.740416,3989.000000,1.000000
23519.000000,131.250565,126.985321,0.002376,0.023805,-16.071564,-0.166097,0.000000,-16.237661,3987.000000,1.000000
23529.000000,132.750549,127.216965,0.002376,0.035829,-25.090076,-0.273148,0.000000,-25.363224,3983.000000,1.000000
23539.000000,134.250549,127.623947,0.004360,0.051640,-35.459797,-0.424443,0.000000,-35.884239,3974.000000,1.000000
23549.000000,135.750549,128.130493,0.004360,0.066215,-46.391403,-0.622380,0.000000,-47.013783,3964.000000,1.000000
23559.000000,137.250549,128.703812,0.005724,0.078687,-54.722080,-0.855861,0.000000,-55.577942,3953.000000,1.000000
23569.000000,138.750534,129.211151,0.005724,0.091711,-64.490181,-1.131019,0.000000,-65.621201,3944.000000,1.000000
23579.000000,140.250534,129.991943,0.006609,0.108915,-76.729195,-1.458397,0.000000,-78.187592,3934.000000,1.000000
23589.000000,141.750534,130.879547,0.006609,0.125935,-89.494148,-1.840239,0.000000,-91.334389,3921.000000,1.000000
23599.000000,143.250519,131.852341,0.006680,0.137366,-98.014938,-2.258436,0.000000,-100.273376,3908.000000,1.000000
23609.000000,144.750519,132.904678,0.006680,0.143250,-102.427742,-2.695461,0.000000,-105.123199,3899.000000,1.000000
23619.000000,146.250519,133.979935,0.006114,0.148640,-106.894699,-3.151545,0.000000,-110.046242,3895.000000,1.000000
23629.000000,147.750519,135.115860,0.006114,0.162368,-117.190437,-3.651558,0.000000,-120.841995,3890.000000,1.000000
23639.000000,149.250504,136.396866,0.005114,0.184242,-134.345551,-4.224765,0.000000,-138.570313,3879.000000,1.000000
23649.000000,150.750504,137.813995,0.005114,0.212446,-155.499115,-4.888228,0.000000,-160.387344,3861.000000,1.000000
23659.000000,152.250504,139.678482,0.003554,0.245708,-181.615173,-5.663120,0.000000,-187.278290,3840.000000,1.000000
