I0,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,I14,I15,I16,I17,I18,I19,I20,I21,I22,I23,I24,I25,I26,I27,I28,I29,I30,I31,I32,I33,I34,I35,I36,I37,I38,I39
6331.000000,0.000000,122.466553,1.000000,123.228798,1.000000,1.000000,72.115112,4.000000,15.000000,123.228798,122.466560,0.000000,0.021650,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,132.967422,123.813339,117.179771,138.024658,135.000000,123.000000,113.000000,138.000000,0.266252,-0.370706,0.000000,0.000000,0.000000
6341.000000,0.000000,122.524490,1.000000,122.728477,1.000000,1.000000,62.114914,4.000000,15.000000,122.728477,122.524498,0.000000,0.005794,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,130.966888,123.813339,112.179314,143.024399,131.000000,117.000000,113.000000,143.000000,0.266238,-0.370605,0.000000,0.000000,0.000000
6351.000000,0.000000,122.569618,1.000000,122.728493,1.000000,1.000000,62.115326,4.000000,15.000000,122.728493,122.569618,0.000000,0.004513,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,131.967300,122.813370,112.179314,143.023987,132.000000,122.000000,115.000000,143.000000,0.266426,-0.370486,0.000000,0.000000,0.000000
6361.000000,0.000000,122.494133,1.000000,122.228363,1.000000,1.000000,64.115128,4.000000,15.000000,122.228363,122.494141,0.000000,-0.007549,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,130.966888,119.813461,114.179108,143.023987,126.000000,119.000000,118.000000,142.000000,0.266325,-0.370605,0.000000,0.000000,0.000000
6371.000000,0.000000,122.269501,1.000000,121.478607,1.000000,1.000000,65.114807,4.000000,15.000000,121.478607,122.269501,0.000000,-0.022463,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,125.967659,122.813370,114.179108,142.024307,126.000000,122.000000,114.000000,141.000000,0.266559,-0.370488,0.000000,0.000000,0.000000
6381.000000,0.000000,122.039253,1.000000,121.228607,1.000000,1.000000,64.114624,4.000000,15.000000,121.228607,122.039261,0.000000,-0.023025,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,125.967659,122.813568,113.178932,142.024307,130.000000,123.000000,114.000000,143.000000,0.266823,-0.370342,0.000000,0.000000,0.000000
6391.000000,0.000000,121.915245,1.000000,121.478622,1.000000,1.000000,65.115082,4.000000,15.000000,121.478622,121.915253,0.000000,-0.012401,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,127.968163,122.813568,113.178932,141.023849,128.000000,118.000000,116.000000,138.000000,0.266679,-0.370156,0.000000,0.000000,0.000000
6401.000000,0.000000,121.763336,1.000000,121.228500,1.000000,1.000000,67.115356,4.000000,15.000000,121.228500,121.763344,0.000000,-0.015191,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,127.968163,123.813766,113.178719,139.023361,128.000000,124.000000,112.000000,139.000000,0.266910,-0.370471,0.000000,0.000000,0.000000
6411.000000,0.000000,121.423836,1.000000,120.228531,1.000000,1.000000,70.115677,4.000000,15.000000,120.228531,121.423843,0.000000,-0.033950,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,127.968163,118.813492,115.179085,138.023407,129.000000,115.000000,117.000000,138.000000,0.267037,-0.370534,0.000000,0.000000,0.000000
6421.000000,0.000000,121.214729,1.000000,120.478516,1.000000,1.000000,65.115250,4.000000,15.000000,120.478516,121.214729,0.000000,-0.020911,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,127.968140,122.813972,111.178612,139.023361,127.000000,122.000000,112.000000,140.000000,0.267035,-0.370224,0.000000,0.000000,0.000000
6431.000000,0.000000,121.051918,1.000000,120.478699,1.000000,1.000000,67.115402,4.000000,15.000000,120.478699,121.051926,0.000000,-0.016281,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,127.969307,118.814316,114.178284,140.022888,128.000000,118.000000,115.000000,144.000000,0.267345,-0.370016,0.000000,0.000000,0.000000
6441.000000,0.000000,121.201492,1.000000,121.728119,1.000000,1.000000,65.116730,4.000000,15.000000,121.728119,121.201500,0.000000,0.014957,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,126.968643,122.813972,114.178284,142.021561,126.000000,124.000000,116.000000,142.000000,0.267345,-0.369536,0.000000,0.000000,0.000000
6451.000000,0.000000,121.207420,1.000000,121.228287,1.000000,1.000000,65.116730,4.000000,15.000000,121.228287,121.207420,0.000000,0.000593,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,127.969307,119.814003,114.178284,142.021561,130.000000,119.000000,113.000000,138.000000,0.267533,-0.369514,0.000000,0.000000,0.000000
6461.000000,0.000000,121.156784,1.000000,120.978516,1.000000,1.000000,69.117706,4.000000,15.000000,120.978516,121.156792,0.000000,-0.005064,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,129.970093,120.813438,114.179115,138.021408,131.000000,120.000000,115.000000,137.000000,0.267092,-0.369620,0.000000,0.000000,0.000000
6471.000000,0.000000,121.062080,1.000000,120.728653,1.000000,1.000000,69.117706,4.000000,15.000000,120.728653,121.062088,0.000000,-0.009470,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,129.970093,119.814003,114.179115,138.021408,130.000000,117.000000,116.000000,139.000000,0.266858,-0.369609,0.000000,0.000000,0.000000
6481.000000,0.000000,121.154213,1.000000,121.478592,1.000000,1.000000,69.116943,4.000000,15.000000,121.478592,121.154221,0.000000,0.009213,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,129.968994,120.813438,115.179451,139.022507,129.000000,122.000000,119.000000,142.000000,0.266624,-0.369336,0.000000,0.000000,0.000000
6491.000000,0.000000,121.115349,1.000000,120.978516,1.000000,1.000000,67.117004,4.000000,15.000000,120.978516,121.115356,0.000000,-0.003886,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,128.968994,117.813179,115.179451,141.022446,124.000000,117.000000,115.000000,141.000000,0.266359,-0.368968,0.000000,0.000000,0.000000
