I0,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,I14
348522.000000,3.020000,3.586506,-2.832531,0.000000,0.000000,-2.832531,0.166025,1.790000,4.835253,-15.226267,0.000000,0.000000,-15.226267,0.084814
348523.000000,3.020000,3.577587,-2.787935,0.000000,0.000000,-2.787935,3.094331,1.790000,4.834985,-15.224924,0.000000,0.000000,-15.224924,-1.564186
348525.000000,3.020000,3.578844,-2.794220,0.000000,0.000000,-2.794220,4.902650,1.790000,4.831592,-15.207960,0.000000,0.000000,-15.207960,-2.888149
348527.000000,3.020000,3.582956,-2.814778,0.000000,0.000000,-2.814778,2.251222,1.790000,4.828901,-15.194504,0.000000,0.000000,-15.194504,-1.933858
348529.000000,3.020000,3.585476,-2.827382,0.000000,0.000000,-2.827382,-0.208629,1.790000,4.829849,-15.199246,0.000000,0.000000,-15.199246,0.205610
348532.000000,3.780000,3.589170,0.954150,0.000000,0.000000,0.954150,-0.599726,2.870000,4.833542,-9.817710,0.000000,0.000000,-9.817710,1.464629
348535.000000,3.780000,3.604406,0.877968,0.000000,0.000000,0.877968,0.146743,2.870000,4.833548,-9.817741,0.000000,0.000000,-9.817741,-3.402370
348537.000000,3.780000,3.611237,0.843816,0.000000,0.000000,0.843816,-0.968288,2.870000,4.830324,-9.801619,0.000000,0.000000,-9.801619,-2.881673
348539.000000,3.780000,3.614927,0.825367,0.000000,0.000000,0.825367,-2.123397,2.870000,4.829640,-9.798203,0.000000,0.000000,-9.798203,-0.876315
348542.000000,3.780000,3.619211,0.803944,0.000000,0.000000,0.803944,-1.071734,2.870000,4.833847,-9.819236,0.000000,0.000000,-9.819236,1.663100
348543.000000,3.780000,3.622860,0.785701,0.000000,0.000000,0.785701,-0.991879,2.870000,4.837793,-9.838967,0.000000,0.000000,-9.838967,0.326414
348545.000000,3.780000,3.626675,0.766625,0.000000,0.000000,0.766625,0.223631,2.870000,4.839914,-9.849569,0.000000,0.000000,-9.849569,-0.253098
348547.000000,3.780000,3.633556,0.732220,0.000000,0.000000,0.732220,2.001695,2.870000,4.845204,-9.876022,0.000000,0.000000,-9.876022,1.921812
348549.000000,3.780000,3.640029,0.699856,0.000000,0.000000,0.699856,1.709139,2.870000,4.856094,-9.930472,0.000000,0.000000,-9.930472,4.957481
348552.000000,3.780000,3.644611,0.676945,0.000000,0.000000,0.676945,1.005417,2.870000,4.867499,-9.987495,0.000000,0.000000,-9.987495,4.184215
348555.000000,3.780000,3.656943,0.615286,0.000000,0.000000,0.615286,2.707321,2.870000,4.881081,-10.055407,0.000000,0.000000,-10.055407,3.985883
348557.000000,3.780000,3.666455,0.567724,0.000000,0.000000,0.567724,3.887470,2.870000,4.890483,-10.102417,0.000000,0.000000,-10.102417,7.598482
348559.000000,3.780000,3.678032,0.509838,0.000000,0.000000,0.509838,4.159646,2.870000,4.901654,-10.158270,0.000000,0.000000,-10.158270,7.592236
