I0,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,I14,I15,I16
22339.000000,1000.000000,1043.512085,182.000000,1084.000000,1016.000000,1062.000000,182.970932,1064.402466,1016.477173,1060.972656,-0.888959,0.000000,-0.064321,-0.045385,-42.413773,4145.000000
22349.000000,1000.000000,1042.683105,170.000000,1045.000000,1023.000000,1063.000000,182.970932,1064.402466,1016.477173,1060.972656,-0.854139,0.000000,-0.060917,-0.053683,-34.226570,4157.000000
22359.000000,1000.000000,1042.037476,136.000000,1073.000000,1019.000000,1062.000000,170.851685,1073.529419,1018.400452,1061.171143,-0.826291,0.000000,-0.060917,-0.056089,-32.544521,4165.000000
22369.000000,1000.000000,1041.534668,176.000000,1063.000000,1014.000000,1064.000000,170.851685,1063.530273,1018.400452,1062.102539,-0.840636,0.000000,-0.058852,-0.054805,-32.001038,4167.000000
22379.000000,1000.000000,1041.143066,133.000000,1064.000000,1016.000000,1067.000000,136.788681,1064.526733,1015.382324,1063.119629,-0.897070,0.000000,-0.058852,-0.051344,-34.427544,4168.000000
22389.000000,1000.000000,1040.838135,150.000000,1057.000000,1020.000000,1066.000000,151.019730,1063.530273,1015.382324,1064.918701,-0.941670,0.000000,-0.057600,-0.046732,-36.785526,4165.000000
22399.000000,1000.000000,1040.600586,117.000000,1045.000000,1019.000000,1074.000000,133.934143,1057.521851,1018.346313,1066.013428,-1.033482,0.000000,-0.057600,-0.041649,-40.352047,4163.000000
22409.000000,1000.000000,1039.548828,8192.000000,1059.000000,1003.000000,1061.000000,8192.000000,1057.521851,1018.346313,1064.918701,-1.108943,0.000000,-0.056841,-0.055701,-29.984682,4159.000000
22419.000000,1000.000000,1038.729736,143.000000,1047.000000,1006.000000,1051.000000,144.111496,1047.646484,1005.223572,1059.871094,-1.142259,0.000000,-0.056841,-0.061499,-25.924103,4170.000000
22429.000000,1000.000000,1038.091797,184.000000,1046.000000,1008.000000,1067.000000,185.160980,1047.646484,1005.223572,1059.871094,-1.183085,0.000000,-0.054222,-0.062006,-23.730946,4174.000000
22439.000000,1000.000000,1037.594971,155.000000,1056.000000,1002.000000,1060.000000,156.218582,1047.646484,1005.223572,1058.682129,-1.199713,0.000000,-0.054222,-0.059280,-25.636356,4176.000000
22449.000000,1000.000000,1035.419800,8192.000000,1060.000000,997.000000,1060.000000,8192.000000,1056.804932,1001.026978,1058.703247,-1.261221,0.000000,-0.052633,-0.094282,-0.000008,4174.000000
22459.000000,1000.000000,1033.349365,8192.000000,1047.000000,991.000000,1054.000000,8192.000000,1056.804932,995.942383,1058.682129,-1.241607,0.000000,-0.052633,-0.119225,17.496561,4200.000000
22469.000000,1000.000000,1031.387695,8192.000000,1053.000000,998.000000,1058.000000,8192.000000,1053.964722,995.942383,1056.785645,-1.199699,0.000000,-0.046689,-0.136245,33.620239,4217.000000
22479.000000,1000.000000,1029.114990,8192.000000,1036.000000,994.000000,1057.000000,8192.000000,1047.927734,992.819824,1055.842163,-1.115637,0.000000,-0.046689,-0.156380,47.775017,4233.000000
22489.000000,1000.000000,1027.344971,205.000000,1061.000000,998.000000,1059.000000,206.000839,1053.964722,996.786011,1056.785645,-1.042251,0.000000,-0.040761,-0.160941,55.183914,4248.000000
22499.000000,1000.000000,1025.966553,173.000000,1037.000000,998.000000,1043.000000,206.000839,1038.038818,996.786011,1055.842163,-1.014185,0.000000,-0.040761,-0.155832,51.670490,4255.000000
22509.000000,1000.000000,1024.893066,192.000000,1055.000000,997.000000,1062.000000,192.941513,1055.975830,996.786011,1057.896973,-0.997859,0.000000,-0.036353,-0.145107,47.308666,4251.000000
22519.000000,1000.000000,1024.057007,148.000000,1052.000000,1001.000000,1049.000000,173.974411,1052.825684,996.803162,1048.006836,-0.988372,0.000000,-0.036353,-0.131503,37.838142,4247.000000
22529.000000,1000.000000,1023.932739,8192.000000,1050.000000,996.000000,1056.000000,8192.000000,1052.825684,995.880310,1055.030029,-0.944609,0.000000,-0.033680,-0.105163,21.311100,4238.000000
22539.000000,1000.000000,1023.835999,203.000000,1060.000000,996.000000,1051.000000,203.959579,1052.825684,995.449951,1049.985229,-0.907870,0.000000,-0.033680,-0.084041,6.553230,4221.000000
22549.000000,1000.000000,1023.760620,219.000000,1054.000000,990.000000,1049.000000,220.063919,1054.264893,995.255005,1049.985229,-0.937433,0.000000,-0.033370,-0.067119,-5.057392,4206.000000
22559.000000,1000.000000,1023.126953,8192.000000,1053.000000,994.000000,1040.000000,8192.000000,1054.264893,993.801147,1047.872070,-0.941330,0.000000,-0.033370,-0.066289,-5.620237,4195.000000
22569.000000,1000.000000,1022.545471,8192.000000,1031.000000,994.000000,1051.000000,8192.000000,1053.071411,993.801147,1047.872070,-0.990879,0.000000,-0.032378,-0.064488,-6.168175,4194.000000
22579.000000,1000.000000,1022.092651,224.000000,1036.000000,991.000000,1046.000000,225.384293,1035.814087,993.801147,1044.494507,-0.988173,0.000000,-0.032378,-0.060240,-9.126715,4194.000000
22589.000000,1000.000000,1021.739990,222.000000,1046.000000,997.000000,1048.000000,225.384293,1035.814087,993.926208,1046.319336,-1.042027,0.000000,-0.030930,-0.054716,-11.966961,4191.000000
22599.000000,1000.000000,1019.736755,8192.000000,1023.000000,988.000000,1042.000000,8192.000000,1035.814087,990.992615,1044.494507,-1.052968,0.000000,-0.030930,-0.086924,10.609779,4188.000000
22609.000000,1000.000000,1018.521423,8192.000000,1043.000000,987.000000,1047.000000,8192.000000,1042.868164,987.953857,1045.154785,-1.055065,0.000000,-0.027631,-0.094580,18.314306,4211.000000
22619.000000,1000.000000,1016.995789,8192.000000,1040.000000,993.000000,1035.000000,8192.000000,1039.965942,987.953857,1040.202881,-1.104146,0.000000,-0.027631,-0.107406,27.336412,4218.000000
22629.000000,1000.000000,1015.941589,8192.000000,1024.000000,988.000000,1044.000000,8192.000000,1039.965942,987.731140,1042.243164,-1.121863,0.000000,-0.023794,-0.106966,29.760860,4227.000000
22639.000000,1000.000000,1013.719666,8192.000000,1027.000000,991.000000,1033.000000,8192.000000,1027.059814,990.737915,1033.142700,-1.160912,0.000000,-0.023794,-0.132454,47.662224,4230.000000
22649.000000,1000.000000,1012.660278,8192.000000,1031.000000,995.000000,1048.000000,8192.000000,1027.059814,990.737915,1042.243164,-1.119555,0.000000,-0.019208,-0.126589,46.826187,4248.000000
22659.000000,1000.000000,1011.835205,190.000000,1022.000000,990.000000,1044.000000,191.272491,1027.059814,990.737915,1042.638184,-1.086506,0.000000,-0.019208,-0.116838,40.054264,4247.000000
22669.000000,1000.000000,1011.192627,183.000000,1032.000000,984.000000,1052.000000,191.272491,1031.102295,989.671875,1046.552124,-1.044380,0.000000,-0.016569,-0.105207,33.808235,4240.000000
22679.000000,1000.000000,1010.692200,148.000000,1023.000000,982.000000,1042.000000,184.405792,1023.341614,983.521423,1042.638184,-0.972733,0.000000,-0.016569,-0.093005,25.308569,4234.000000
22689.000000,1000.000000,1009.864502,8192.000000,1036.000000,973.000000,1043.000000,8192.000000,1032.300781,981.372681,1040.427856,-0.914978,0.000000,-0.014969,-0.090741,24.885540,4226.000000
22699.000000,1000.000000,1009.219910,237.000000,1045.000000,978.000000,1030.000000,239.817215,1036.147461,977.528320,1040.043823,-0.903853,0.000000,-0.014969,-0.084927,20.854555,4226.000000
22709.000000,1000.000000,1008.717896,234.000000,1034.000000,983.000000,1042.000000,239.817215,1036.147461,977.528320,1037.861816,-0.877371,0.000000,-0.012908,-0.077246,16.955751,4223.000000
22719.000000,1000.000000,1008.291931,8192.000000,1018.000000,986.000000,1044.000000,8192.000000,1032.961060,982.803528,1037.861816,-0.871745,0.000000,-0.012908,-0.069582,11.621775,4220.000000
22729.000000,1000.000000,1007.025513,8192.000000,1016.000000,992.000000,1046.000000,8192.000000,1015.983826,986.104675,1038.861328,-0.880188,0.000000,-0.011609,-0.082203,21.405304,4217.000000
22739.000000,1000.000000,1006.039185,8192.000000,1042.000000,984.000000,1030.000000,8192.000000,1015.983826,986.104675,1038.861328,-0.869889,0.000000,-0.011609,-0.085838,23.990074,4230.000000
22749.000000,1000.000000,1005.595947,8192.000000,1038.000000,974.000000,1040.000000,8192.000000,1030.913208,984.534668,1029.908569,-0.880507,0.000000,-0.008455,-0.076655,19.807232,4237.000000
22759.000000,1000.000000,1005.250793,234.000000,1053.000000,977.000000,1037.000000,240.622070,1036.947144,977.120361,1024.489380,-0.931753,0.000000,-0.008455,-0.067333,13.314770,4239.000000
22769.000000,1000.000000,1004.981934,217.000000,1034.000000,980.000000,1038.000000,240.622070,1030.913208,977.120361,1024.489380,-0.958652,0.000000,-0.007351,-0.058386,7.852634,4239.000000
22779.000000,1000.000000,1004.772583,181.000000,1064.000000,981.000000,1035.000000,224.427231,1043.474487,979.490784,1022.666016,-0.988420,0.000000,-0.007351,-0.050102,2.077173,4242.000000
22789.000000,1000.000000,1004.091248,8192.000000,1055.000000,966.000000,1052.000000,8192.000000,1036.170654,979.490784,1022.666016,-1.034451,0.000000,-0.006682,-0.054091,5.363806,4246.000000
22799.000000,1000.000000,1003.560608,225.000000,1047.000000,977.000000,1036.000000,234.113297,1036.170654,973.163513,1016.559631,-1.087199,0.000000,-0.006682,-0.053864,5.230770,4260.000000
22809.000000,1000.000000,1003.147400,206.000000,1054.000000,975.000000,1055.000000,234.113297,1027.677246,969.614929,1025.463501,-1.079878,0.000000,-0.004985,-0.051089,4.501757,4271.000000
22819.000000,1000.000000,1000.620422,8192.000000,1043.000000,981.000000,1035.000000,8192.000000,1024.671631,973.163513,1010.585388,-1.028253,0.000000,-0.004985,-0.095685,35.768715,4283.000000
22829.000000,1000.000000,998.652405,249.000000,1062.000000,974.000000,1060.000000,258.612732,1027.100708,969.614929,1022.099731,-0.949831,0.000000,-0.000869,-0.118052,54.371475,4328.000000
22839.000000,1000.000000,997.119690,237.000000,1069.000000,979.000000,1055.000000,258.612732,1027.100708,967.816956,1013.180908,-0.894804,0.000000,-0.000869,-0.125843,59.893593,4360.000000
22849.000000,1000.000000,995.926025,225.000000,1071.000000,984.000000,1072.000000,246.997162,1027.589844,967.816956,1022.099731,-0.887526,0.000000,0.004032,-0.124410,62.392216,4379.000000
22859.000000,1000.000000,995.008728,8192.000000,1058.000000,982.000000,1051.000000,8192.000000,1027.589844,967.816956,1013.180908,-0.872078,0.000000,0.004032,-0.117181,57.398666,4393.000000
22869.000000,1000.000000,994.294373,187.000000,1062.000000,974.000000,1065.000000,198.782227,1011.634155,966.796021,1011.891968,-0.834909,0.000000,0.006988,-0.107062,52.446880,4400.000000
22879.000000,1000.000000,993.738037,154.000000,1060.000000,978.000000,1089.000000,198.782227,1011.224243,959.309143,1011.891968,-0.840448,0.000000,0.006988,-0.095686,44.540131,4406.000000
22889.000000,1000.000000,993.304749,150.000000,8192.000000,988.000000,1083.000000,167.082428,8192.000000,959.309143,1023.655518,-0.894994,0.000000,0.008767,-0.084105,37.729500,4407.000000
22899.000000,1000.000000,992.967285,115.000000,1083.000000,982.000000,1062.000000,163.378265,1024.160034,960.617126,1023.655518,-0.981316,0.000000,0.008767,-0.072965,29.976957,4407.000000
22909.000000,1000.000000,992.384399,8192.000000,1077.000000,987.000000,1078.000000,8192.000000,1024.160034,964.635681,1015.450989,-1.068260,0.000000,0.009846,-0.069719,28.503475,4404.000000
22919.000000,1000.000000,990.273499,8192.000000,1081.000000,978.000000,1058.000000,8192.000000,1019.699951,960.617126,1001.457703,-1.104827,0.000000,0.009846,-0.100990,50.454346,4406.000000
22929.000000,1000.000000,989.815308,8192.000000,1088.000000,986.000000,1082.000000,8192.000000,1019.699951,962.705566,1015.450989,-1.103272,0.000000,0.013617,-0.088786,44.607861,4431.000000
22939.000000,1000.000000,989.152405,8192.000000,1080.000000,987.000000,1076.000000,8192.000000,1019.699951,962.705566,1011.300049,-1.010795,0.000000,0.013617,-0.083810,41.178154,4427.000000
22949.000000,1000.000000,989.092651,8192.000000,1089.000000,982.000000,1077.000000,8192.000000,1025.362915,962.705566,1011.828735,-0.945687,0.000000,0.015187,-0.066593,30.269848,4425.000000
22959.000000,1000.000000,989.046143,162.000000,1100.000000,994.000000,1069.000000,174.929031,1025.362915,963.385193,1011.300049,-0.949373,0.000000,0.015187,-0.052892,20.716146,4416.000000
22969.000000,1000.000000,988.690125,8192.000000,1073.000000,979.000000,1085.000000,8192.000000,1025.362915,958.368713,1011.828735,-1.034347,0.000000,0.015335,-0.049067,18.178524,4407.000000
22979.000000,1000.000000,990.519836,8192.000000,1100.000000,997.000000,1086.000000,8192.000000,1035.287231,969.732849,1019.115295,-1.159414,0.000000,0.015335,0.002260,-17.743090,4404.000000
22989.000000,1000.000000,992.032043,8192.000000,1106.000000,994.000000,1102.000000,8192.000000,1035.287231,969.894470,1020.136841,-1.280594,0.000000,0.013272,0.035210,-42.264454,4368.000000
22999.000000,1000.000000,993.209717,173.000000,1096.000000,984.000000,1073.000000,185.247986,1035.287231,969.894470,1020.136841,-1.282098,0.000000,0.013272,0.053472,-55.069748,4342.000000
23009.000000,1000.000000,994.126892,161.000000,1101.000000,991.000000,1085.000000,185.247986,1036.875977,967.512878,1020.135559,-1.237256,0.000000,0.009506,0.061932,-63.656677,4328.000000
23019.000000,1000.000000,994.841187,114.000000,1094.000000,999.000000,1075.000000,173.683029,1031.723999,967.512878,1011.076721,-1.232006,0.000000,0.009506,0.064033,-65.157303,4318.000000
23029.000000,1000.000000,995.397522,142.000000,1083.000000,994.000000,1097.000000,155.212219,1030.509033,971.213867,1020.135559,-1.151560,0.000000,0.007222,0.062175,-65.485840,4314.000000
23039.000000,1000.000000,995.830811,122.000000,1092.000000,1000.000000,1095.000000,135.813583,1029.936279,975.533142,1032.113892,-1.069436,0.000000,0.007222,0.058006,-62.595676,4310.000000
23049.000000,1000.000000,996.168213,176.000000,1097.000000,993.000000,1090.000000,155.212219,1029.936279,971.965454,1032.113892,-0.976516,0.000000,0.005837,0.052638,-59.833931,4309.000000
23059.000000,1000.000000,997.543518,8192.000000,1093.000000,1001.000000,1081.000000,8192.000000,1033.831787,977.708862,1028.866943,-1.008481,0.000000,0.005837,0.071417,-73.014694,4305.000000
23069.000000,1000.000000,998.730713,8192.000000,1082.000000,998.000000,1100.000000,8192.000000,1033.831787,979.283569,1028.866943,-1.011395,0.000000,0.003439,0.081880,-82.060707,4284.000000
23079.000000,1000.000000,999.746216,8192.000000,1083.000000,1003.000000,1087.000000,8192.000000,1029.326172,980.803406,1033.084961,-1.087135,0.000000,0.003439,0.086231,-85.152000,4265.000000
23089.000000,1000.000000,1001.136719,8192.000000,1086.000000,993.000000,1105.000000,8192.000000,1029.326172,979.283569,1042.737427,-1.095100,0.000000,0.000355,0.097915,-95.542824,4251.000000
23099.000000,1000.000000,1001.682495,8192.000000,1076.000000,989.000000,1083.000000,8192.000000,1029.670654,977.967224,1036.424072,-0.995881,0.000000,0.000355,0.088329,-88.880905,4228.000000
23109.000000,1000.000000,1002.551025,8192.000000,1087.000000,994.000000,1079.000000,8192.000000,1035.563232,977.967224,1036.545898,-0.908394,0.000000,-0.002356,0.088002,-90.599670,4221.000000
23119.000000,1000.000000,1003.227417,177.000000,1048.000000,997.000000,1103.000000,186.728561,1029.670654,983.193481,1036.545898,-0.957559,0.000000,-0.002356,0.083498,-87.493896,4206.000000
23129.000000,1000.000000,1006.372192,8192.000000,1077.000000,998.000000,1087.000000,8192.000000,1043.500854,988.445313,1053.636963,-1.016258,0.000000,-0.004518,0.134591,-124.849365,4194.000000
23139.000000,1000.000000,1008.821350,8192.000000,8192.000000,995.000000,1089.000000,8192.000000,8192.000000,990.994202,1060.265015,-1.090511,0.000000,-0.004518,0.158995,-142.022064,4143.000000
23149.000000,1000.000000,1011.637756,8192.000000,1078.000000,991.000000,1075.000000,8192.000000,1053.279785,990.994202,1053.636963,-1.118312,0.000000,-0.012350,0.186124,-166.603760,4113.000000
23159.000000,1000.000000,1013.831177,195.000000,1064.000000,999.000000,1068.000000,202.175293,1053.279785,990.994202,1050.742310,-1.132174,0.000000,-0.012350,0.193472,-171.860474,4077.000000
23169.000000,1000.000000,1015.726929,8192.000000,1069.000000,1005.000000,1078.000000,8192.000000,1051.508911,998.203430,1050.742310,-1.186904,0.000000,-0.019364,0.192610,-176.283417,4063.000000
23179.000000,1000.000000,1017.780640,8192.000000,1053.000000,1003.000000,1079.000000,8192.000000,1043.230713,1004.154480,1060.898926,-1.225552,0.000000,-0.019364,0.195433,-178.377502,4051.000000
23189.000000,1000.000000,1019.380066,236.000000,1069.000000,996.000000,1074.000000,241.102539,1051.508911,1004.154480,1062.285645,-1.194262,0.000000,-0.024893,0.187582,-176.869522,4042.000000
23199.000000,1000.000000,1021.437073,8192.000000,1064.000000,1001.000000,1065.000000,8192.000000,1053.828857,1003.173645,1062.285645,-1.149487,0.000000,-0.024893,0.191590,-179.794052,4039.000000
23209.000000,1000.000000,1023.256653,8192.000000,1086.000000,1001.000000,1085.000000,8192.000000,1056.779541,1003.173645,1062.285645,-1.027122,0.000000,-0.030012,0.189459,-182.006729,4032.000000
23219.000000,1000.000000,1024.673706,197.000000,1075.000000,1010.000000,1054.000000,200.604538,1067.761841,1003.393250,1055.434814,-0.928850,0.000000,-0.030012,0.178896,-174.727386,4027.000000
23229.000000,1000.000000,1025.777344,174.000000,1070.000000,1005.000000,1065.000000,200.604538,1067.761841,1007.491455,1059.607544,-0.873181,0.000000,-0.034543,0.163737,-167.396667,4032.000000
23239.000000,1000.000000,1026.636841,127.000000,1046.000000,995.000000,1067.000000,177.187256,1063.815430,1007.491455,1059.607544,-0.848236,0.000000,-0.034543,0.146530,-155.451706,4038.000000
23249.000000,1000.000000,1028.065063,8192.000000,1073.000000,1004.000000,1076.000000,8192.000000,1063.815430,1006.256470,1062.458984,-0.864437,0.000000,-0.037292,0.145710,-156.902069,4049.000000
23259.000000,1000.000000,1028.990723,8192.000000,1086.000000,997.000000,1065.000000,8192.000000,1068.479370,999.061401,1062.458984,-0.882528,0.000000,-0.037292,0.133955,-148.767395,4046.000000
23269.000000,1000.000000,1030.513794,8192.000000,1063.000000,1008.000000,1069.000000,8192.000000,1068.479370,1006.256470,1066.143188,-0.905988,0.000000,-0.040587,0.138014,-154.014175,4053.000000
23279.000000,1000.000000,1030.617676,8192.000000,1057.000000,1002.000000,1065.000000,8192.000000,1059.802368,1003.702332,1062.695068,-0.932128,0.000000,-0.040587,0.109783,-134.335266,4047.000000
23289.000000,1000.000000,1031.264160,8192.000000,1077.000000,1015.000000,1066.000000,8192.000000,1059.802368,1009.865601,1064.203247,-0.954284,0.000000,-0.042865,0.099799,-129.019470,4067.000000
23299.000000,1000.000000,1032.127563,8192.000000,1068.000000,1007.000000,1073.000000,8192.000000,1066.186279,1008.362671,1064.203247,-0.997060,0.000000,-0.042865,0.096822,-127.012283,4071.000000
23309.000000,1000.000000,1032.800049,194.000000,1071.000000,1003.000000,1073.000000,194.847870,1069.544189,1008.362671,1071.643921,-1.029283,0.000000,-0.044979,0.090281,-123.987183,4073.000000
23319.000000,1000.000000,1034.069336,8192.000000,1070.000000,1021.000000,1063.000000,8192.000000,1068.857178,1008.362671,1071.643921,-1.068867,0.000000,-0.044979,0.098387,-129.740631,4076.000000
23329.000000,1000.000000,1034.635010,8192.000000,1085.000000,1000.000000,1070.000000,8192.000000,1069.544189,1004.161316,1069.423828,-1.111280,0.000000,-0.047697,0.089137,-125.243469,4070.000000
23339.000000,1000.000000,1035.740356,8192.000000,1072.000000,1018.000000,1056.000000,8192.000000,1071.390381,1018.559631,1062.195679,-1.172843,0.000000,-0.047697,0.093870,-128.634613,4074.000000
23349.000000,1000.000000,1035.821045,8192.000000,1065.000000,998.000000,1074.000000,8192.000000,1071.390381,1000.750732,1069.423828,-1.189654,0.000000,-0.050037,0.074891,-117.055420,4071.000000
23359.000000,1000.000000,1036.159912,8192.000000,1059.000000,1015.000000,1065.000000,8192.000000,1064.525513,1015.393188,1065.390625,-1.168373,0.000000,-0.050037,0.065821,-110.770096,4082.000000
23369.000000,1000.000000,1036.423828,8192.000000,1070.000000,1023.000000,1061.000000,8192.000000,1064.525513,1015.393188,1065.390625,-1.083320,0.000000,-0.050624,0.057099,-105.135376,4089.000000
23379.000000,1000.000000,1036.629395,173.000000,1065.000000,1023.000000,1074.000000,172.176529,1064.620850,1023.316223,1065.390625,-0.981284,0.000000,-0.050624,0.049016,-99.531967,4094.000000
23389.000000,1000.000000,1036.789429,151.000000,1070.000000,1018.000000,1064.000000,172.176529,1069.602051,1023.316223,1064.819946,-0.910794,0.000000,-0.051281,0.041713,-94.931549,4100.000000
23399.000000,1000.000000,1036.914185,126.000000,1078.000000,8192.000000,1077.000000,150.141144,1069.675293,8192.000000,1074.785889,-0.943510,0.000000,-0.051281,0.035246,-90.451950,4105.000000
23409.000000,1000.000000,1037.011230,156.000000,1069.000000,8192.000000,1076.000000,150.141144,1069.675293,8192.000000,1076.815918,-0.994180,0.000000,-0.051680,0.029596,-86.820908,4109.000000
23419.000000,1000.000000,1037.086914,109.000000,1067.000000,1020.000000,1074.000000,125.173325,1068.836182,1020.043579,1076.815918,-1.089225,0.000000,-0.051680,0.024724,-83.452133,4113.000000
23429.000000,1000.000000,1038.520630,8192.000000,1077.000000,1007.000000,1074.000000,8192.000000,1068.836182,1020.043579,1075.075317,-1.120022,0.000000,-0.051922,0.050969,-102.049446,4116.000000
23439.000000,1000.000000,1039.637207,132.000000,1071.000000,1018.000000,1060.000000,130.703506,1070.812622,1018.031677,1074.920776,-1.118430,0.000000,-0.051922,0.064393,-111.510521,4098.000000
23449.000000,1000.000000,1040.506836,180.000000,1059.000000,1018.000000,1073.000000,175.703506,1070.812622,1018.029297,1074.304932,-1.072331,0.000000,-0.055492,0.069385,-117.573166,4088.000000
23459.000000,1000.000000,1041.184082,155.000000,1048.000000,1019.000000,1072.000000,153.548325,1058.788086,1018.031677,1073.337524,-1.057988,0.000000,-0.055492,0.069018,-117.384476,4082.000000
23469.000000,1000.000000,1041.711426,195.000000,1077.000000,1016.000000,1063.000000,178.584839,1058.788086,1018.029297,1073.337524,-1.146093,0.000000,-0.057658,0.065416,-116.446823,4083.000000
23479.000000,1000.000000,1042.362549,8192.000000,1086.000000,1023.000000,1070.000000,8192.000000,1076.821289,1019.014954,1071.379517,-1.273993,0.000000,-0.057658,0.065349,-116.467430,4083.000000
23489.000000,1000.000000,1042.645142,8192.000000,1058.000000,1006.000000,1075.000000,8192.000000,1076.821289,1015.969116,1071.379517,-1.337096,0.000000,-0.059308,0.057145,-111.943336,4084.000000
23499.000000,1000.000000,1042.422119,8192.000000,1065.000000,1017.000000,1076.000000,8192.000000,1064.966309,1016.755554,1076.439087,-1.390366,0.000000,-0.059308,0.039571,-99.696152,4088.000000
23509.000000,1000.000000,1041.805664,8192.000000,1059.000000,1027.000000,1069.000000,8192.000000,1058.960938,1016.755554,1076.439087,-1.314487,0.000000,-0.059391,0.017182,-84.124313,4100.000000
23519.000000,1000.000000,1040.895874,8192.000000,1049.000000,1015.000000,1062.000000,8192.000000,1058.960938,1016.755554,1070.612183,-1.156183,0.000000,-0.059391,-0.006743,-67.405624,4116.000000
23529.000000,1000.000000,1040.187378,192.000000,1088.000000,1024.000000,1081.000000,189.984589,1058.960938,1023.697815,1070.612183,-1.047225,0.000000,-0.057254,-0.020924,-56.003670,4133.000000
23539.000000,1000.000000,1039.635620,163.000000,1080.000000,1024.000000,1057.000000,189.984589,1079.935425,1023.667908,1063.710693,-1.013365,0.000000,-0.057254,-0.028500,-50.715874,4144.000000
23549.000000,1000.000000,1039.205933,190.000000,1068.000000,1021.000000,1071.000000,188.015579,1079.935425,1023.667908,1072.748657,-0.942948,0.000000,-0.055490,-0.031701,-47.253567,4150.000000
23559.000000,1000.000000,1038.871216,198.000000,1086.000000,1013.000000,1065.000000,188.015579,1079.935425,1020.628784,1066.714478,-0.921823,0.000000,-0.055490,-0.032092,-46.992203,4153.000000
23569.000000,1000.000000,1038.610596,179.000000,1070.000000,1016.000000,1080.000000,188.015579,1070.144043,1015.444946,1072.748657,-0.927871,0.000000,-0.054420,-0.030758,-47.189880,4153.000000
23579.000000,1000.000000,1039.441406,8192.000000,1078.000000,1019.000000,1061.000000,8192.000000,1078.189331,1015.444946,1066.714478,-0.901220,0.000000,-0.054420,-0.005577,-64.843658,4153.000000
23589.000000,1000.000000,1040.440674,8192.000000,1047.000000,1020.000000,1075.000000,8192.000000,1070.144043,1018.399719,1076.583618,-0.859389,0.000000,-0.055218,0.017760,-81.778793,4135.000000
23599.000000,1000.000000,1041.218994,161.000000,1071.000000,1011.000000,1048.000000,159.380493,1071.434448,1018.399719,1062.703979,-0.794015,0.000000,-0.055218,0.031048,-91.127747,4118.000000
23609.000000,1000.000000,1041.825073,193.000000,1068.000000,1011.000000,1074.000000,191.477417,1068.584717,1010.235962,1075.323975,-0.833947,0.000000,-0.057707,0.037587,-97.499168,4109.000000
23619.000000,1000.000000,1041.042114,8192.000000,1058.000000,1021.000000,1068.000000,8192.000000,1068.584717,1010.235962,1069.286377,-0.896483,0.000000,-0.057707,0.011954,-79.594208,4103.000000
23629.000000,1000.000000,1040.403931,8192.000000,1055.000000,1018.000000,1071.000000,8192.000000,1058.783447,1016.560120,1072.377686,-0.961254,0.000000,-0.057459,-0.004807,-67.717392,4121.000000
23639.000000,1000.000000,1039.906982,166.000000,1065.000000,1014.000000,1059.000000,164.066483,1058.783447,1016.560120,1069.286377,-0.961268,0.000000,-0.057459,-0.014736,-60.790489,4133.000000
23649.000000,1000.000000,1039.519897,179.000000,1050.000000,1012.000000,1076.000000,176.700684,1055.947754,1012.218811,1072.377686,-0.922621,0.000000,-0.055870,-0.020039,-55.985825,4141.000000
23659.000000,1000.000000,1039.218506,142.000000,1070.000000,1021.000000,1069.000000,164.066483,1066.101074,1012.218811,1070.979614,-0.895489,0.000000,-0.055870,-0.022273,-54.440392,4146.000000
23669.000000,1000.000000,1038.983765,160.000000,1065.000000,1011.000000,1073.000000,156.503708,1066.521973,1009.810486,1075.201782,-0.843335,0.000000,-0.054906,-0.022539,-53.597569,4149.000000
23679.000000,1000.000000,1039.537476,8192.000000,1062.000000,1021.000000,1078.000000,8192.000000,1066.521973,1015.987427,1075.201782,-0.816143,0.000000,-0.054906,-0.005305,-65.688416,4153.000000
23689.000000,1000.000000,1039.328125,8192.000000,1081.000000,1011.000000,1063.000000,8192.000000,1066.521973,1007.298645,1075.201782,-0.843300,0.000000,-0.055353,-0.008762,-63.606529,4144.000000
23699.000000,1000.000000,1039.165039,158.000000,1085.000000,1030.000000,1068.000000,151.681778,1082.585083,1015.987427,1070.111938,-0.831254,0.000000,-0.055353,-0.010432,-62.462791,4150.000000
23709.000000,1000.000000,1039.037964,177.000000,1058.000000,1021.000000,1063.000000,169.337250,1082.585083,1010.053101,1065.316162,-0.886583,0.000000,-0.054831,-0.010935,-61.769585,4157.000000
23719.000000,1000.000000,1038.801514,8192.000000,1053.000000,1032.000000,1075.000000,8192.000000,1058.907349,1018.137268,1070.111938,-0.916186,0.000000,-0.054831,-0.013747,-59.824173,4166.000000
23729.000000,1000.000000,1037.620361,8192.000000,1069.000000,1020.000000,1064.000000,8192.000000,1058.907349,1010.053101,1064.674683,-0.935621,0.000000,-0.054322,-0.036833,-43.317028,4177.000000
23739.000000,1000.000000,1036.455933,8192.000000,1046.000000,1034.000000,1061.000000,8192.000000,1053.117554,1013.385071,1063.815308,-0.893814,0.000000,-0.054322,-0.054443,-30.990149,4203.000000
23749.000000,1000.000000,1035.549072,165.000000,1056.000000,1031.000000,1063.000000,151.559296,1051.933960,1006.823425,1059.822754,-0.872344,0.000000,-0.051038,-0.062460,-23.073286,4226.000000
