I0,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,I14
335514.000000,-0.500000,-0.241033,-2.589665,-0.000006,0.000000,-2.589672,0.905193,-0.500000,-4.505059,40.050587,0.000096,0.000000,40.050682,-0.054861
335516.000000,-0.500000,-0.240586,-2.594143,-0.000058,-0.000175,-2.594376,0.778789,-0.500000,-4.497139,39.971386,0.000896,-0.003097,39.969185,0.529194
335518.000000,-0.500000,-0.234022,-2.659780,-0.000111,-0.003220,-2.663111,0.777475,-0.500000,-4.505179,40.051788,0.001697,-0.008422,40.045063,0.974337
335520.000000,-0.500000,-0.240706,-2.592944,-0.000163,-0.008147,-2.601254,1.029932,-0.500000,-4.501004,40.010036,0.002497,-0.010680,40.001854,0.332262
335522.000000,-0.500000,-0.237151,-2.628488,-0.000216,-0.010396,-2.639100,1.124899,-0.500000,-4.505866,40.058655,0.003298,-0.010295,40.051659,-0.070423
335524.000000,-0.500000,-0.234012,-2.659876,-0.000269,-0.013186,-2.673331,1.245313,-1.860000,-4.494298,26.342983,0.003321,-0.012032,26.334272,-0.332873
335526.000000,-0.500000,-0.232827,-2.671727,-0.000322,-0.019219,-2.691269,1.382606,-1.860000,-4.504490,26.444897,0.003850,-0.016145,26.432602,0.706912
335528.000000,-0.500000,-0.234807,-2.651928,-0.000375,-0.024620,-2.676923,1.049821,-1.860000,-4.505029,26.450287,0.004379,-0.015134,26.439533,0.808641
335530.000000,-0.500000,-0.235209,-2.647915,-0.000428,-0.026744,-2.675087,0.435562,-1.860000,-4.508264,26.482639,0.004909,-0.008214,26.479336,0.266578
335532.000000,-0.500000,-0.237578,-2.624216,-0.000481,-0.025520,-2.650217,-0.274360,-1.860000,-4.513888,26.538883,0.005440,0.002284,26.546606,-0.907953
335534.000000,-0.500000,-0.242085,-2.579146,-0.000532,-0.020012,-2.599691,-0.944357,-1.860000,-4.508562,26.485619,0.005969,0.013834,26.505423,-1.690279
335536.000000,-0.500000,-0.244409,-2.555906,-0.000584,-0.009807,-2.566296,-1.779181,-1.860000,-4.514552,26.545515,0.006500,0.022625,26.574640,-1.407089
335538.000000,-0.500000,-0.241376,-2.586240,-0.000635,0.000711,-2.586164,-2.668240,-1.860000,-4.527749,26.677485,0.007034,0.036412,26.720932,-0.988739
335540.000000,-0.500000,-0.242415,-2.575850,-0.000687,0.007688,-2.568849,-2.746653,-1.860000,-4.522327,26.623272,0.007566,0.056377,26.687216,-1.434674
335542.000000,-0.500000,-0.245885,-2.541155,-0.000738,0.013775,-2.528117,-2.129123,-1.860000,-4.517023,26.570225,0.008098,0.068753,26.647076,-1.428511
335544.000000,-0.500000,-0.253681,-2.463189,-0.000787,0.024175,-2.439801,-1.828522,-1.860000,-4.526402,26.664013,0.008631,0.073482,26.746126,0.050084
335546.000000,-0.500000,-0.269149,-2.308508,-0.000833,0.044887,-2.264454,-2.347587,-1.860000,-4.524651,26.646503,0.009164,0.079381,26.735048,0.795044
335548.000000,-0.500000,-0.270691,-2.293092,-0.000879,0.075096,-2.218875,-2.895723,-1.860000,-4.517843,26.578426,0.009695,0.081053,26.669174,0.181809
335550.000000,-0.500000,-0.262860,-2.371402,-0.000926,0.100079,-2.272249,-2.350153,-1.860000,-4.519895,26.598949,0.010227,0.074592,26.683769,0.010066
335552.000000,-0.500000,-0.271691,-2.283088,-0.000972,0.114018,-2.170042,-1.819212,-1.860000,-4.518459,26.584591,0.010759,0.065691,26.661041,1.232770
335554.000000,-0.500000,-0.274820,-2.251798,-0.001017,0.126196,-2.126619,-2.226098,-2.540000,-4.514802,19.748020,0.010794,0.055068,19.813883,1.794361
335556.000000,-0.500000,-0.279936,-2.200635,-0.001061,0.139478,-2.062219,-2.750710,-2.540000,-4.504365,19.643650,0.011187,0.037706,19.692543,0.002906
335558.000000,-0.500000,-0.278065,-2.219350,-0.001105,0.149781,-2.070674,-2.773780,-2.540000,-4.488608,19.486080,0.011576,0.007473,19.505129,0.018812
335560.000000,-0.500000,-0.284824,-2.151765,-0.001148,0.156169,-1.996745,-2.897074,-2.540000,-4.484025,19.440254,0.011965,-0.034114,19.418106,2.472972
335562.000000,-0.500000,-0.288998,-2.110017,-0.001191,0.162362,-1.948845,-3.378997,-2.540000,-4.478147,19.381466,0.012353,-0.076946,19.316872,3.700557
335564.000000,-0.500000,-0.293780,-2.062200,-0.001232,0.169804,-1.893627,-3.441115,-2.540000,-4.458972,19.189720,0.012737,-0.121236,19.081223,3.203037
335566.000000,-0.500000,-0.309003,-1.909972,-0.001270,0.181518,-1.729724,-3.694840,-2.540000,-4.443146,19.031458,0.013117,-0.174851,18.869724,4.381728
335568.000000,-0.500000,-0.316318,-1.836819,-0.001307,0.201447,-1.636679,-4.629855,-2.540000,-4.431551,18.915516,0.013496,-0.234859,18.694153,6.076289
335570.000000,-0.500000,-0.313491,-1.865091,-0.001344,0.220979,-1.645456,-4.715789,-2.540000,-4.416866,18.768658,0.013871,-0.294476,18.488052,6.338498
335572.000000,-0.500000,-0.332043,-1.679572,-0.001378,0.236931,-1.444018,-3.776391,-2.540000,-4.403459,18.634590,0.014244,-0.352192,18.296642,7.230994
335574.000000,-0.500000,-0.338397,-1.616028,-0.001410,0.257627,-1.359812,-3.935628,-2.540000,-4.385885,18.458847,0.014613,-0.408484,18.064976,9.010259
335576.000000,-0.500000,-0.342078,-1.579224,-0.001442,0.279083,-1.301582,-4.349617,-2.540000,-4.360480,18.204800,0.014977,-0.467746,17.752031,9.375319
335578.000000,-0.500000,-0.346841,-1.531590,-0.001472,0.294014,-1.239047,-3.697287,-2.540000,-4.331339,17.913389,0.015335,-0.536642,17.392082,9.960063
335580.000000,-0.500000,-0.360697,-1.393030,-0.001500,0.306837,-1.087693,-3.422849,-2.540000,-4.317516,17.775164,0.015691,-0.610758,17.180096,11.861372
335582.000000,-0.500000,-0.368304,-1.316955,-0.001526,0.322734,-0.995748,-4.433222,-2.540000,-4.293118,17.531185,0.016041,-0.680170,16.867056,12.436136
335584.000000,-0.500000,-0.374637,-1.253630,-0.001552,0.338658,-0.916523,-3.891041,-2.540000,-4.238111,16.981106,0.016381,-0.758056,16.239429,13.610535
335586.000000,-0.500000,-0.392211,-1.077889,-0.001573,0.355062,-0.724401,-3.179720,-2.540000,-4.216225,16.762247,0.016716,-0.855120,15.923843,16.048056
335588.000000,-0.500000,-0.399563,-1.004370,-0.001593,0.375614,-0.630349,-4.069143,-2.540000,-4.181941,16.419411,0.017045,-0.954752,15.481703,16.088903
335590.000000,-0.500000,-0.399195,-1.008054,-0.001613,0.392085,-0.617582,-4.322833,-2.540000,-4.140559,16.005589,0.017365,-1.052754,14.970200,15.146541
335592.000000,-0.500000,-0.406232,-0.937679,-0.001632,0.397775,-0.541535,-3.218551,-2.540000,-4.129763,15.897627,0.017683,-1.144881,14.770429,15.317592
335594.000000,-0.500000,-0.411831,-0.881692,-0.001650,0.397240,-0.486102,-2.332355,-3.220000,-4.096756,8.767559,0.017698,-1.217168,7.568089,15.284296
335596.000000,-0.500000,-0.415132,-0.848684,-0.001667,0.392825,-0.457526,-0.903484,-3.220000,-4.066093,8.460934,0.017867,-1.276489,7.202312,14.167083
335598.000000,-0.500000,-0.417072,-0.829284,-0.001683,0.382684,-0.448283,-0.365027,-3.220000,-4.037898,8.178976,0.018031,-1.329909,6.867098,13.251021
335600.000000,-0.500000,-0.419920,-0.800801,-0.001699,0.366866,-0.435634,-0.859499,-3.220000,-4.012578,7.925785,0.018189,-1.373168,6.570806,12.208385
335602.000000,-0.500000,-0.424429,-0.755711,-0.001714,0.348024,-0.409402,-1.704354,-3.220000,-3.985317,7.653174,0.018343,-1.404835,6.266682,14.206611
335604.000000,-0.500000,-0.435319,-0.646812,-0.001727,0.331601,-0.316938,-2.371561,-3.220000,-3.966854,7.468536,0.018492,-1.423586,6.063442,15.725953
335606.000000,-0.500000,-0.441155,-0.588454,-0.001739,0.321210,-0.268984,-2.023295,-3.220000,-3.937435,7.174349,0.018635,-1.430020,5.762964,14.433923
335608.000000,-0.500000,-0.448026,-0.519738,-0.001750,0.314711,-0.206776,-1.829447,-3.220000,-3.895772,6.757724,0.018771,-1.436732,5.339763,14.866804
335610.000000,-0.500000,-0.453646,-0.463535,-0.001759,0.309742,-0.155553,-2.383051,-3.220000,-3.864894,6.448939,0.018900,-1.453089,5.014750,15.612550
335612.000000,-0.500000,-0.459866,-0.401340,-0.001767,0.305760,-0.097347,-2.697747,-3.220000,-3.835448,6.154480,0.019023,-1.472116,4.701386,14.586572
335614.000000,-0.500000,-0.460975,-0.390249,-0.001775,0.300641,-0.091383,-2.637620,-3.140000,-3.819647,6.796467,0.019125,-1.481922,5.333670,13.963147
335616.000000,-0.500000,-0.466699,-0.333007,-0.001781,0.292853,-0.041936,-2.580739,-3.140000,-3.795651,6.556509,0.019256,-1.476331,5.099433,11.362939
335618.000000,-0.500000,-0.472117,-0.278831,-0.001787,0.284755,0.004136,-2.417902,-3.140000,-3.776474,6.364746,0.019383,-1.458309,4.925820,9.305051
335620.000000,-0.500000,-0.476812,-0.231877,-0.001792,0.277955,0.044286,-2.133297,-3.140000,-3.758495,6.184947,0.019507,-1.430296,4.774158,9.286192
335622.000000,-0.500000,-0.482313,-0.176866,-0.001795,0.271993,0.093332,-2.818303,-3.140000,-3.738706,5.987060,0.019626,-1.393394,4.613293,10.271960
335624.000000,-0.500000,-0.489605,-0.103953,-0.001797,0.267907,0.162157,-3.677300,-3.220000,-3.720012,5.000119,0.019701,-1.351355,3.668466,9.246179
