I0,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13
1085915.000000,-0.127957,0.396674,0.000000,0.000000,0.000000,-0.067633,13.008318,0.000000,0.000000,0.000000,3.423875,4.237263,25.291071
1085916.000000,-0.115816,0.396674,0.000000,0.000000,0.000000,-0.068254,13.008318,0.000000,0.000000,0.000000,3.423842,4.237237,25.291063
1085917.000000,-0.103955,0.396674,0.000000,0.000000,0.000000,-0.066769,13.008318,0.000000,0.000000,0.000000,3.423824,4.237216,25.291067
1085919.000000,-0.097308,0.396674,0.000000,0.000000,0.000000,-0.064346,13.008318,0.000000,0.000000,0.000000,3.423812,4.237198,25.291065
1085920.000000,-0.105531,0.396674,0.000000,0.000000,0.000000,-0.077595,13.008318,0.000000,0.000000,0.000000,3.423781,4.237154,25.291061
1085921.000000,-0.118745,0.396674,0.000000,0.000000,0.000000,-0.092484,13.008318,0.000000,0.000000,0.000000,3.423750,4.237113,25.291059
1085922.000000,-0.131059,0.396674,0.000000,0.000000,0.000000,-0.102144,13.008318,0.000000,0.000000,0.000000,3.423706,4.237062,25.291056
1085923.000000,-0.135404,0.396674,0.000000,0.000000,0.000000,-0.102930,13.008318,0.000000,0.000000,0.000000,3.423660,4.237011,25.291059
1085924.000000,-0.129222,0.396674,0.000000,0.000000,0.000000,-0.099566,13.008318,0.000000,0.000000,0.000000,3.423620,4.236962,25.291052
1085925.000000,-0.115994,0.396674,0.000000,0.000000,0.000000,-0.096625,13.008318,0.000000,0.000000,0.000000,3.423594,4.236914,25.291048
1085926.000000,-0.100873,0.396674,0.000000,0.000000,0.000000,-0.091802,13.008318,0.000000,0.000000,0.000000,3.423584,4.236868,25.291046
1085927.000000,-0.087925,0.396674,0.000000,0.000000,0.000000,-0.082071,13.008318,0.000000,0.000000,0.000000,3.423588,4.236830,25.291042
1085929.000000,-0.081521,0.396674,0.000000,0.000000,0.000000,-0.070141,13.008318,0.000000,0.000000,0.000000,3.423600,4.236801,25.291044
1085931.000000,-0.099512,0.396674,0.000000,0.000000,0.000000,-0.050148,13.008318,0.000000,0.000000,0.000000,3.423610,4.236748,25.291046
1085932.000000,-0.106283,0.396674,0.000000,0.000000,0.000000,-0.048381,13.008318,0.000000,0.000000,0.000000,3.423599,4.236735,25.291040
1085933.000000,-0.112655,0.396674,0.000000,0.000000,0.000000,-0.050057,13.008318,0.000000,0.000000,0.000000,3.423584,4.236722,25.291042
1085934.000000,-0.120188,0.396674,0.000000,0.000000,0.000000,-0.054329,13.008318,0.000000,0.000000,0.000000,3.423562,4.236705,25.291042
1085935.000000,-0.125571,0.396674,0.000000,0.000000,0.000000,-0.059308,13.008318,0.000000,0.000000,0.000000,3.423534,4.236686,25.291048
1085936.000000,-0.123304,0.396674,0.000000,0.000000,0.000000,-0.063846,13.008318,0.000000,0.000000,0.000000,3.423508,4.236660,25.291040
1085937.000000,-0.115147,0.396674,0.000000,0.000000,0.000000,-0.066695,13.008318,0.000000,0.000000,0.000000,3.423491,4.236634,25.291048
1085939.000000,-0.108580,0.396674,0.000000,0.000000,0.000000,-0.067934,13.008318,0.000000,0.000000,0.000000,3.423480,4.236607,25.291044
1085940.000000,-0.100125,0.396674,0.000000,0.000000,0.000000,-0.076472,13.008318,0.000000,0.000000,0.000000,3.423465,4.236540,25.291040
1085941.000000,-0.091834,0.396674,0.000000,0.000000,0.000000,-0.081033,13.008318,0.000000,0.000000,0.000000,3.423467,4.236501,25.291039
1085942.000000,-0.084273,0.396674,0.000000,0.000000,0.000000,-0.081169,13.008318,0.000000,0.000000,0.000000,3.423477,4.236465,25.291037
1085943.000000,-0.079655,0.396674,0.000000,0.000000,0.000000,-0.077914,13.008318,0.000000,0.000000,0.000000,3.423491,4.236432,25.291033
1085944.000000,-0.077004,0.396674,0.000000,0.000000,0.000000,-0.075030,13.008318,0.000000,0.000000,0.000000,3.423508,4.236404,25.291031
1085945.000000,-0.075850,0.396674,0.000000,0.000000,0.000000,-0.073985,13.008318,0.000000,0.000000,0.000000,3.423527,4.236377,25.291031
1085946.000000,-0.076748,0.396674,0.000000,0.000000,0.000000,-0.072951,13.008318,0.000000,0.000000,0.000000,3.423545,4.236353,25.291027
1085947.000000,-0.078759,0.396674,0.000000,0.000000,0.000000,-0.072164,13.008318,0.000000,0.000000,0.000000,3.423561,4.236329,25.291027
1085949.000000,-0.080698,0.396674,0.000000,0.000000,0.000000,-0.075101,13.008318,0.000000,0.000000,0.000000,3.423577,4.236302,25.291031
1085951.000000,-0.097147,0.396674,0.000000,0.000000,0.000000,-0.098837,13.008318,0.000000,0.000000,0.000000,3.423604,4.236158,25.291023
1085952.000000,-0.101075,0.396674,0.000000,0.000000,0.000000,-0.100904,13.008318,0.000000,0.000000,0.000000,3.423608,4.236097,25.291019
1085953.000000,-0.101855,0.396674,0.000000,0.000000,0.000000,-0.098735,13.008318,0.000000,0.000000,0.000000,3.423615,4.236036,25.291018
1085954.000000,-0.100575,0.396674,0.000000,0.000000,0.000000,-0.096417,13.008318,0.000000,0.000000,0.000000,3.423626,4.235976,25.291016
1085955.000000,-0.095333,0.396674,0.000000,0.000000,0.000000,-0.095483,13.008318,0.000000,0.000000,0.000000,3.423645,4.235917,25.291014
1085956.000000,-0.085783,0.396674,0.000000,0.000000,0.000000,-0.092048,13.008318,0.000000,0.000000,0.000000,3.423674,4.235859,25.291012
1085957.000000,-0.077188,0.396674,0.000000,0.000000,0.000000,-0.085123,13.008318,0.000000,0.000000,0.000000,3.423714,4.235809,25.291016
1085959.000000,-0.073236,0.396674,0.000000,0.000000,0.000000,-0.078428,13.008318,0.000000,0.000000,0.000000,3.423756,4.235765,25.291012
1085960.000000,-0.070528,0.396674,0.000000,0.000000,0.000000,-0.064233,13.008318,0.000000,0.000000,0.000000,3.423851,4.235698,25.291019
1085961.000000,-0.070422,0.396674,0.000000,0.000000,0.000000,-0.053336,13.008318,0.000000,0.000000,0.000000,3.423900,4.235678,25.291016
1085962.000000,-0.070934,0.396674,0.000000,0.000000,0.000000,-0.042644,13.008318,0.000000,0.000000,0.000000,3.423950,4.235671,25.291019
1085963.000000,-0.069738,0.396674,0.000000,0.000000,0.000000,-0.034175,13.008318,0.000000,0.000000,0.000000,3.424001,4.235672,25.291021
1085964.000000,-0.066991,0.396674,0.000000,0.000000,0.000000,-0.028280,13.008318,0.000000,0.000000,0.000000,3.424054,4.235680,25.291025
1085965.000000,-0.066329,0.396674,0.000000,0.000000,0.000000,-0.026910,13.008318,0.000000,0.000000,0.000000,3.424108,4.235690,25.291027
1085966.000000,-0.070756,0.396674,0.000000,0.000000,0.000000,-0.031874,13.008318,0.000000,0.000000,0.000000,3.424158,4.235695,25.291027
1085967.000000,-0.079451,0.396674,0.000000,0.000000,0.000000,-0.041222,13.008318,0.000000,0.000000,0.000000,3.424200,4.235692,25.291031
1085970.000000,-0.090115,0.396674,0.000000,0.000000,0.000000,-0.051534,13.008318,0.000000,0.000000,0.000000,3.424230,4.235678,25.291035
1085971.000000,-0.131240,0.396674,0.000000,0.000000,0.000000,-0.056462,13.008318,0.000000,0.000000,0.000000,3.424240,4.235613,25.291037
1085972.000000,-0.137869,0.396674,0.000000,0.000000,0.000000,-0.048341,13.008318,0.000000,0.000000,0.000000,3.424224,4.235602,25.291039
1085973.000000,-0.134510,0.396674,0.000000,0.000000,0.000000,-0.042322,13.008318,0.000000,0.000000,0.000000,3.424210,4.235599,25.291040
1085974.000000,-0.125266,0.396674,0.000000,0.000000,0.000000,-0.040219,13.008318,0.000000,0.000000,0.000000,3.424207,4.235597,25.291044
1085975.000000,-0.116449,0.396674,0.000000,0.000000,0.000000,-0.040429,13.008318,0.000000,0.000000,0.000000,3.424214,4.235598,25.291046
1085976.000000,-0.109076,0.396674,0.000000,0.000000,0.000000,-0.041721,13.008318,0.000000,0.000000,0.000000,3.424230,4.235599,25.291048
1085977.000000,-0.102025,0.396674,0.000000,0.000000,0.000000,-0.045012,13.008318,0.000000,0.000000,0.000000,3.424254,4.235597,25.291046
1085979.000000,-0.099108,0.396674,0.000000,0.000000,0.000000,-0.050112,13.008318,0.000000,0.000000,0.000000,3.424284,4.235593,25.291056
1085980.000000,-0.113949,0.396674,0.000000,0.000000,0.000000,-0.052822,13.008318,0.000000,0.000000,0.000000,3.424326,4.235582,25.291059
1085981.000000,-0.126499,0.396674,0.000000,0.000000,0.000000,-0.046566,13.008318,0.000000,0.000000,0.000000,3.424332,4.235584,25.291056
1085982.000000,-0.139809,0.396674,0.000000,0.000000,0.000000,-0.036263,13.008318,0.000000,0.000000,0.000000,3.424329,4.235597,25.291067
1085983.000000,-0.148628,0.396674,0.000000,0.000000,0.000000,-0.027872,13.008318,0.000000,0.000000,0.000000,3.424319,4.235619,25.291063
1085984.000000,-0.148887,0.396674,0.000000,0.000000,0.000000,-0.027255,13.008318,0.000000,0.000000,0.000000,3.424312,4.235643,25.291069
1085985.000000,-0.143763,0.396674,0.000000,0.000000,0.000000,-0.032344,13.008318,0.000000,0.000000,0.000000,3.424313,4.235662,25.291073
1085986.000000,-0.138539,0.396674,0.000000,0.000000,0.000000,-0.037357,13.008318,0.000000,0.000000,0.000000,3.424322,4.235675,25.291079
1085987.000000,-0.134825,0.396674,0.000000,0.000000,0.000000,-0.041705,13.008318,0.000000,0.000000,0.000000,3.424337,4.235683,25.291082
1085989.000000,-0.132014,0.396674,0.000000,0.000000,0.000000,-0.048044,13.008318,0.000000,0.000000,0.000000,3.424356,4.235683,25.291088
1085991.000000,-0.125408,0.396674,0.000000,0.000000,0.000000,-0.071587,13.008318,0.000000,0.000000,0.000000,3.424425,4.235621,25.291100
1085992.000000,-0.121497,0.396674,0.000000,0.000000,0.000000,-0.074857,13.008318,0.000000,0.000000,0.000000,3.424450,4.235583,25.291098
1085993.000000,-0.113485,0.396674,0.000000,0.000000,0.000000,-0.075236,13.008318,0.000000,0.000000,0.000000,3.424484,4.235542,25.291105
1085994.000000,-0.101919,0.396674,0.000000,0.000000,0.000000,-0.075627,13.008318,0.000000,0.000000,0.000000,3.424525,4.235497,25.291100
1085995.000000,-0.090015,0.396674,0.000000,0.000000,0.000000,-0.077764,13.008318,0.000000,0.000000,0.000000,3.424577,4.235449,25.291109
1085996.000000,-0.079927,0.396674,0.000000,0.000000,0.000000,-0.079053,13.008318,0.000000,0.000000,0.000000,3.424635,4.235396,25.291103
